iteration,train_loss,train_psnr
1,0.3586365580558777,4.453454494476318
2,0.4345332980155945,3.6197690963745117
3,0.3207589089870453,4.938212871551514
4,0.3164626955986023,4.996774673461914
5,0.4035150706768036,3.9414024353027344
6,0.25845158100128174,5.8762078285217285
7,0.1282234787940979,8.920324325561523
8,0.11163008213043213,9.522187232971191
9,0.12941622734069824,8.880112648010254
10,0.15572816133499146,8.07632827758789
11,0.13038377463817596,8.84776496887207
12,0.11557598412036896,9.37132453918457
13,0.11045431345701218,9.5681734085083
14,0.12205194681882858,9.134552955627441
15,0.11323338001966476,9.46025562286377
16,0.1240076869726181,9.065513610839844
17,0.1060405969619751,9.745277404785156
18,0.122211754322052,9.128870010375977
19,0.10856223106384277,9.643213272094727
20,0.10585244745016098,9.75299072265625
21,0.11061614006757736,9.561814308166504
22,0.11554809659719467,9.372371673583984
23,0.12222827970981598,9.12828254699707
24,0.10437264293432236,9.814132690429688
25,0.09982918202877045,10.007425308227539
26,0.09016434848308563,10.449651718139648
27,0.09940948337316513,10.025721549987793
28,0.10408580303192139,9.826085090637207
29,0.10162164270877838,9.93013858795166
30,0.13366371393203735,8.73986530303955
31,0.12628977000713348,8.98631763458252
32,0.11658798158168793,9.33346176147461
33,0.11886276304721832,9.249542236328125
34,0.11182388663291931,9.514654159545898
35,0.10020308941602707,9.991188049316406
36,0.13211625814437866,8.790437698364258
37,0.12375394999980927,9.074409484863281
38,0.10474568605422974,9.798638343811035
39,0.10351421684026718,9.850000381469727
40,0.09693242609500885,10.135309219360352
41,0.09160371124744415,10.38086986541748
42,0.09890399873256683,10.047861099243164
43,0.12907171249389648,8.89168930053711
44,0.11064337193965912,9.560746192932129
45,0.13029688596725464,8.85066032409668
46,0.11926653236150742,9.234813690185547
47,0.09457136690616608,10.242403030395508
48,0.10926317423582077,9.615262031555176
49,0.09703883528709412,10.13054370880127
50,0.10310449451208115,9.867223739624023
51,0.08849545568227768,10.530791282653809
52,0.09533145278692245,10.207637786865234
53,0.10289840400218964,9.875913619995117
54,0.10613800585269928,9.741291046142578
55,0.10460486263036728,9.804481506347656
56,0.08385004103183746,10.764967918395996
57,0.13163474202156067,8.806294441223145
58,0.11788429319858551,9.285440444946289
59,0.08310957252979279,10.803489685058594
60,0.08379366993904114,10.767887115478516
61,0.0983714759349823,10.071307182312012
62,0.11316262930631638,9.462969779968262
63,0.13207875192165375,8.791669845581055
64,0.09171454608440399,10.375617980957031
65,0.10214176028966904,9.907965660095215
66,0.12095129489898682,9.173894882202148
67,0.1032133549451828,9.862640380859375
68,0.11270730197429657,9.480478286743164
69,0.12222912162542343,9.128252983093262
70,0.13217931985855103,8.78836441040039
71,0.12429094314575195,9.0556058883667
72,0.12822750210762024,8.920188903808594
73,0.1078512892127037,9.671746253967285
74,0.10541391372680664,9.771020889282227
75,0.11822052299976349,9.2730712890625
76,0.10489225387573242,9.79256534576416
77,0.0901067852973938,10.452424049377441
78,0.12375783920288086,9.074272155761719
79,0.11349596828222275,9.4501953125
80,0.12373135983943939,9.075201988220215
81,0.09201174974441528,10.361567497253418
82,0.11203344911336899,9.506522178649902
83,0.12243823707103729,9.120830535888672
84,0.12327276170253754,9.091329574584961
85,0.12154954671859741,9.152466773986816
86,0.12047646939754486,9.190977096557617
87,0.15851467847824097,7.999305248260498
88,0.102057084441185,9.911567687988281
89,0.11159458011388779,9.523568153381348
90,0.10210905969142914,9.909356117248535
91,0.10595311969518661,9.748862266540527
92,0.08889506757259369,10.511222839355469
93,0.1123952567577362,9.492520332336426
94,0.11502496898174286,9.392078399658203
95,0.11712866276502609,9.313368797302246
96,0.0945243164896965,10.244564056396484
97,0.14737443625926971,8.315777778625488
98,0.10642489045858383,9.729568481445312
99,0.10285119712352753,9.877906799316406
100,0.1115553230047226,9.525096893310547
101,0.1100362092256546,9.584643363952637
102,0.08851295709609985,10.52993106842041
103,0.14957524836063385,8.251402854919434
104,0.07631444931030273,11.173932075500488
105,0.10807084292173386,9.662914276123047
106,0.10068511962890625,9.97034740447998
107,0.11012192815542221,9.581262588500977
108,0.11613326519727707,9.350433349609375
109,0.10009992122650146,9.995662689208984
110,0.12111753225326538,9.167930603027344
111,0.11576675623655319,9.364160537719727
112,0.10511764138936996,9.783243179321289
113,0.10455256700515747,9.806652069091797
114,0.10371791571378708,9.841462135314941
115,0.10063333809375763,9.97258186340332
116,0.11975795030593872,9.216957092285156
117,0.14394855499267578,8.417926788330078
