iteration,train_loss,train_psnr
1,0.4826310873031616,9.065975189208984
2,0.5639433264732361,8.88032054901123
3,0.42879632115364075,9.664258003234863
4,0.4164801239967346,9.879836082458496
5,0.3402474522590637,9.31972885131836
6,0.24887016415596008,9.107747077941895
7,0.24841628968715668,9.10413932800293
8,0.21436382830142975,9.863969802856445
9,0.2561292052268982,8.950499534606934
10,0.3092838227748871,8.136119842529297
11,0.25620323419570923,8.995498657226562
12,0.22286298871040344,9.678760528564453
13,0.21374163031578064,9.832414627075195
14,0.23998023569583893,9.27212142944336
15,0.21349561214447021,9.964545249938965
16,0.24011605978012085,9.349574089050293
17,0.20915694534778595,9.836445808410645
18,0.21228066086769104,10.396484375
19,0.21729350090026855,9.558438301086426
20,0.21152350306510925,9.712750434875488
21,0.20546862483024597,10.10280990600586
22,0.22101838886737823,9.712425231933594
23,0.25772494077682495,8.838513374328613
24,0.21264900267124176,9.722285270690918
25,0.19870111346244812,10.046445846557617
26,0.18394076824188232,10.284232139587402
27,0.19665010273456573,10.063029289245605
28,0.2063332498073578,9.834440231323242
29,0.20315983891487122,9.914459228515625
30,0.2654668092727661,8.747322082519531
31,0.25366172194480896,8.936505317687988
32,0.2366684079170227,9.216719627380371
33,0.23633907735347748,9.300201416015625
34,0.2233956903219223,9.528785705566406
35,0.2012888491153717,9.958884239196777
36,0.26499009132385254,8.766240119934082
37,0.24863329529762268,9.048429489135742
38,0.20778289437294006,9.86225700378418
39,0.20623867213726044,9.874279022216797
40,0.19373321533203125,10.12066650390625
41,0.18301735818386078,10.373058319091797
42,0.19721850752830505,10.06218147277832
43,0.2617887556552887,8.786543846130371
44,0.2222658097743988,9.501906394958496
45,0.26107338070869446,8.837667465209961
46,0.24079523980617523,9.182863235473633
47,0.1885039508342743,10.231961250305176
48,0.21846072375774384,9.596525192260742
49,0.19152334332466125,10.196101188659668
50,0.20805346965789795,9.769606590270996
51,0.17550262808799744,10.544248580932617
52,0.18760505318641663,10.290365219116211
53,0.20762385427951813,9.803740501403809
54,0.21135313808918,9.733345985412598
55,0.21204409003257751,9.707079887390137
56,0.16608107089996338,10.784818649291992
57,0.26519662141799927,8.778114318847656
58,0.23283712565898895,9.399757385253906
59,0.16735222935676575,10.672350883483887
60,0.16788282990455627,10.747734069824219
61,0.19468559324741364,10.109996795654297
62,0.22395840287208557,9.494210243225098
63,0.2584269046783447,8.89755916595459
64,0.18290382623672485,10.392943382263184
65,0.20474188029766083,9.883553504943848
66,0.2413109689950943,9.162548065185547
67,0.20712491869926453,9.823379516601562
68,0.2236752212047577,9.533225059509277
69,0.24353761970996857,9.108038902282715
70,0.261681467294693,8.839715957641602
71,0.24723601341247559,9.065112113952637
72,0.25486108660697937,8.940291404724121
73,0.21509429812431335,9.674622535705566
74,0.2074073702096939,9.859135627746582
75,0.23541176319122314,9.295713424682617
76,0.20642481744289398,9.871574401855469
77,0.17789188027381897,10.46822452545166
78,0.24566702544689178,9.12533950805664
79,0.22777831554412842,9.402520179748535
80,0.24479059875011444,9.15444278717041
81,0.17960259318351746,10.441309928894043
82,0.22171342372894287,9.565851211547852
83,0.24363422393798828,9.15503978729248
84,0.24536436796188354,9.119673728942871
85,0.24088825285434723,9.227498054504395
86,0.2391655147075653,9.240509986877441
87,0.314186692237854,8.064091682434082
88,0.1977316439151764,10.073368072509766
89,0.21861416101455688,9.6492280960083
90,0.19193530082702637,10.202985763549805
91,0.2105008214712143,9.773686408996582
92,0.1727028787136078,10.651885986328125
93,0.22139188647270203,9.578039169311523
94,0.22488632798194885,9.516559600830078
95,0.22730675339698792,9.468420028686523
96,0.18788845837116241,10.283736228942871
97,0.28775256872177124,8.437052726745605
98,0.20711468160152435,9.897682189941406
